filename,width,height,class,xmin,ymin,xmax,ymax
fh3nnd8e.jpg,300,168,blue ball,201,52,240,90
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,142,328,184,367
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,321,269,356,302
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,542,233,585,273
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,644,210,667,248
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,67,322,89,345
fitness-experts-blue-medicine-balls-two-persons-making-excercise-ball-76139890.jpg,800,533,blue ball,344,228,667,521
fitness-experts-blue-medicine-balls-two-persons-making-excercise-ball-76139890.jpg,800,533,blue ball,65,237,339,465
friendly_game_of_dodge_ball.jpg,674,482,blue ball,385,238,417,274
friendly_game_of_dodge_ball.jpg,674,482,blue ball,467,221,496,249
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,66,6,149,90
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,150,7,228,90
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,228,9,307,91
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,307,10,388,91
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,305,105,385,185
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,226,105,304,185
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,146,102,226,184
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,64,102,147,184
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,302,198,379,272
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,223,198,300,273
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,142,194,218,271
g-70222-ultrafit-pro-stability-ball-set.jpg,426,320,blue ball,62,196,139,271
Giant-Christmas-Ornaments-2-2.jpg,650,479,red ball,412,126,593,304
Giant-Christmas-Ornaments-2-2.jpg,650,479,red ball,223,153,402,329
Giant-Christmas-Ornaments-2-2.jpg,650,479,red ball,40,115,225,292
Giant-red-ball.jpg,1200,900,red ball,13,264,750,895
golf-ball-blue-rubbabu-20062bpol_300x300.jpg,300,300,blue ball,32,40,267,266
golfballen-en-t-stukken-16138796.jpg,241,160,red ball,10,61,78,130
golfballen-en-t-stukken-16138796.jpg,241,160,blue ball,84,63,150,128
Gym dodgeball.jpg,800,533,red ball,651,437,687,472
Gym dodgeball.jpg,800,533,blue ball,504,439,548,489
Gym-Teacher-Arrested-for-Assault-After-Knocking-Out-a-Student-in-Dodgeball.jpg,760,460,red ball,340,45,651,337
G_71906_NOdodgeball-2.jpg,426,320,blue ball,111,11,410,313
holding-red-dodge-ball-sportshall-dodgeball-game-hit-play-hand-hold-clasp-grip-throw-aim-grasp-gymnasium-gym-court-throw-hit-85154135.jpg,506,900,red ball,45,24,450,518
holding-two-small-blue-medicine-balls.jpg,271,194,blue ball,148,38,246,137
holding-two-small-blue-medicine-balls.jpg,271,194,blue ball,29,84,72,140
home_fitness_equipment_blue.jpg,611,406,blue ball,176,1,490,279
home_fitness_equipment_blue.jpg,611,406,blue ball,92,174,249,326
Hop-Ball-Bouncing-Toy-55cm-gym-ball-with-handle-cavel-children-play-toy-yoga-ball.jpg_640x640.jpg,640,640,red ball,261,120,522,356
Hop-Ball-Bouncing-Toy-55cm-gym-ball-with-handle-cavel-children-play-toy-yoga-ball.jpg_640x640.jpg,640,640,blue ball,143,180,291,347
hqdefault.jpg,480,360,red ball,217,96,414,294
hqdefault1.jpg,480,360,red ball,46,78,164,193
hqdefault1.jpg,480,360,red ball,382,107,480,228
images8ufn3245.jpg,300,168,blue ball,105,83,182,159
imagesiuyrdres.jpg,225,225,blue ball,18,18,207,207
image_5bd927f2-a03e-4938-ad92-307742fce296.jpg,746,738,blue ball,14,10,746,736
IMG_0063.jpg,829,1037,blue ball,97,317,490,704
IMG_0063.jpg,829,1037,blue ball,3,432,202,710
IMG_0133.jpg,508,526,blue ball,115,241,362,492
IMG_0133.jpg,508,526,blue ball,125,62,276,215
IMG_0133.jpg,508,526,blue ball,236,1,338,85
img_0839_1.jpg,675,675,blue ball,142,99,431,373
IMG_2023.jpg,400,300,blue ball,126,24,265,159
IMG_2271dW.jpg,300,300,blue ball,236,13,291,67
IMG_2271dW.jpg,300,300,blue ball,59,19,89,49
IMG_2271dW.jpg,300,300,blue ball,120,125,142,146
IMG_2271dW.jpg,300,300,blue ball,1,3,9,29
IMG_8179-600x400.jpg,600,400,red ball,174,141,223,183
IMG_8179-600x400.jpg,600,400,red ball,462,48,518,94
IMG_9731_t640.jpg,640,284,blue ball,210,144,234,167
img_how_to_make_a_cricket_ball_4880_600.jpg,600,444,red ball,36,59,335,353
Incrediball_2-300x300.jpg,300,300,red ball,62,56,252,246
index.jpg,225,225,blue ball,4,5,221,220
index2.jpg,225,225,blue ball,31,27,194,191
india-cricket-pink-ball_922f73d6-6916-11e6-8382-bd2fa398f652.jpg,640,480,red ball,397,271,572,446
india-cricket-pink-ball_922f73d6-6916-11e6-8382-bd2fa398f652.jpg,640,480,red ball,313,221,450,351
IsoBallMeasure500.jpg,500,358,red ball,2,5,416,356
item_XL_9624700_11058459.jpg,600,591,blue ball,4,318,266,578
item_XL_9624700_11058459.jpg,600,591,blue ball,277,23,563,303
I¦0162-45_1.jpg,300,300,red ball,146,167,257,275
I¦0162-45_1.jpg,300,300,red ball,46,26,238,177
I¦0162-45_1.jpg,300,300,blue ball,2,98,166,260
I¦0162-45_1.jpg,300,300,blue ball,175,122,296,235
j8uui1nd30-1.jpg,810,420,blue ball,228,192,413,377
jason_mergler_hit_by_ball.jpg,1200,686,red ball,512,122,665,299
jdfie9nd02nd.jpg,225,225,blue ball,39,8,182,137
jdn377dmo000las.jpg,225,225,blue ball,51,72,173,191
jfjenjdiahe20.jpg,259,194,blue ball,24,75,122,174
ju8anjjj81-09.jpg,810,403,blue ball,286,159,411,280
kevincarroll.jpg,240,250,red ball,111,98,237,224
ki1sw8mn.jpg,324,156,red ball,115,84,210,156
Lower_Body_Set_48257efc-5286-47cc-941f-608e8353cf73.JPG,2048,1536,red ball,302,528,927,1160
m006576936_sc7.jpg,380,380,red ball,22,19,352,348
macu-pelotas-de-goma-espuma-colores-macizas.jpg,621,478,red ball,257,32,487,268
macu-pelotas-de-goma-espuma-colores-macizas.jpg,621,478,blue ball,7,58,243,298
main-qimg-9c6f8b1105d27491324f42b59baebc2a-c.jpg,380,285,red ball,48,99,209,257
main-qimg-9c6f8b1105d27491324f42b59baebc2a-c.jpg,380,285,red ball,172,54,333,209
materiales-para-pilates.jpg,181,240,blue ball,23,22,173,172
maxresdefault.jpg,822,462,blue ball,174,2,707,462
mcc-v-durham-day-three_07b76866-6917-11e6-8382-bd2fa398f652.jpg,640,427,red ball,120,123,338,336
medicine-ball-01.jpg,250,305,blue ball,22,128,68,178
medicine-ball-02.jpg,251,305,blue ball,63,200,130,267
Medicine-Ball-Group-01.jpg,607,607,red ball,341,155,568,380
Medicine-Ball-Group-01.jpg,607,607,blue ball,39,190,253,403
n-DODGEBALL-628x314.jpg,628,314,red ball,46,14,100,63
new10inGlobeBanner.jpg,762,631,blue ball,471,333,737,592
new10inglobenew.jpg,595,590,blue ball,194,246,330,379
new18inglobebanner-2_1400x.progressive.jpg,590,497,blue ball,161,200,435,461
NSD104431623.jpg,980,551,red ball,312,57,360,106
nw-723252703.jpg,389,280,blue ball,191,92,350,248
o-550x351.jpg,550,351,red ball,133,164,209,241
o-550x351.jpg,550,351,blue ball,53,172,133,249
o9qa912sd.jpg,180,180,red ball,95,56,151,113
omaze-dodgeball.jpg,970,545,red ball,267,333,397,461
OpenRecreation_960x640.jpg,960,640,red ball,628,148,696,219
OpenRecreation_960x640.jpg,960,640,red ball,184,302,249,368
Playground-Ball-Hot-Pink.png,300,300,red ball,12,13,287,287
product-image-147512106.jpg,608,608,blue ball,114,118,492,482
product-image-147512106.jpg,608,608,blue ball,396,58,563,235
product-image-147512106.jpg,608,608,blue ball,574,70,608,222
product_p90x2_medballs_250x250.png,250,250,blue ball,50,130,159,239
r960-cc39f67f436b5f2c1d4f01c826c7a324.jpg,542,960,blue ball,45,136,229,313
red-blue-golf-balls-1530697.jpg,772,656,red ball,267,179,656,556
red-blue-golf-balls-1530697.jpg,772,656,blue ball,82,109,398,453
red-dodge-ball-line-sportshall-dodgeball-game-hit-play-gymnasium-gym-court-throw-hit-catch-start-big-space-hall-physical-85130942.jpg,800,450,red ball,28,60,411,421
red-leather-cricket-ball-and-bails-on-grass-H9G781.jpg,1300,951,red ball,483,295,957,749
red-playground-ball-gym-260nw-779388625.jpg,347,280,red ball,41,48,172,182
red-tennis-ball-in-green-ground-bhapaj.jpg,448,320,red ball,125,36,337,233
reviewblue3core.jpg,464,206,blue ball,12,61,120,161
s-l225.jpg,168,225,blue ball,5,60,74,129
s-l300.jpg,300,239,red ball,17,110,111,201
s-l300.jpg,300,239,blue ball,195,112,282,201
s-l301.jpg,300,300,blue ball,62,97,153,189
s-l301.jpg,300,300,blue ball,152,97,242,189
s-l301.jpg,300,300,blue ball,107,174,196,266
SC2736-657-PHSFZ001.jpg,750,750,red ball,69,75,677,679
SFAC-Dodgeball-300x300.jpg,300,300,blue ball,6,120,39,151
shutterstock_278907218.jpg,459,613,blue ball,209,14,272,78
sissel-securemax-exercise-balls.png,720,540,red ball,200,126,543,468
small-sports-balls-rubbabu-2_530x@2x.jpg,1000,1000,red ball,437,527,677,763
small-sports-balls-rubbabu-3_1024x1024.jpg,1000,1000,red ball,437,582,819,959
Soccer13New.jpg,1372,1062,red ball,301,368,894,950
Soccer13New.jpg,1372,1062,red ball,1091,388,1356,666
social-conscience-fair-trade-sports-balls-right-to-play-red-ball-011.jpg,291,299,red ball,9,16,284,289
stability-balls-lowres-00734.jpg,630,420,red ball,115,14,495,389
static1.squarespace.com.jpg,1500,1000,red ball,140,388,810,1000
stock-photo-red-cricket-ball-on-the-grass-with-bat-307492799.jpg,450,320,red ball,112,58,285,229
stock-photo-sports-equipment-on-a-gym-floor-football-rugby-baseball-cricket-basketball-boxing-badminton-367112186.jpg,450,395,red ball,199,227,270,297
Student-and-Faculty-Dodgeball--900x495.jpg,900,495,red ball,228,37,661,467
tg-20022017-dodgeball-mm_large.jpg,800,535,red ball,604,79,668,142
tg-20022017-dodgeball-mm_large.jpg,800,535,red ball,399,11,453,62
tg-20022017-dodgeball-mm_large.jpg,800,535,red ball,271,1,333,52
the-balls.jpg,800,531,red ball,108,358,361,531
the-balls.jpg,800,531,red ball,345,281,592,509
the-balls.jpg,800,531,red ball,570,209,800,436
the-balls.jpg,800,531,red ball,477,23,709,252
the-balls.jpg,800,531,blue ball,40,157,277,385
the-balls.jpg,800,531,blue ball,260,85,494,316
the-balls.jpg,800,531,blue ball,686,2,800,179
Theraband Exercies Balls.jpg,324,220,red ball,73,82,174,188
Theraband Exercies Balls.jpg,324,220,blue ball,189,53,312,179
top-glides-precut-walker-tennis-ball-glides-dark-blue-6-pairs_23457774.jpeg,355,355,blue ball,30,98,170,239
top-glides-precut-walker-tennis-ball-glides-dark-blue-6-pairs_23457774.jpeg,355,355,blue ball,186,109,330,252
u8sdd38ncd4.jpg,274,184,blue ball,112,107,121,117
u8sdd38ncd4.jpg,274,184,blue ball,136,108,144,117
u8sdd38ncd4.jpg,274,184,blue ball,205,56,224,73
u8sdd38ncd4.jpg,274,184,blue ball,185,74,193,82
Untitled2017316166705.jpg,620,372,red ball,15,6,218,209
v2jfpb8690ggu7sj.jpg,650,350,red ball,299,46,339,84
v2jfpb8690ggu7sj.jpg,650,350,red ball,478,89,507,118
v2jfpb8690ggu7sj.jpg,650,350,red ball,606,152,647,192
Volvik-Vivid-Golf-Ball-Review.jpg,300,277,blue ball,3,103,174,272
wEcvyRK.png,800,315,red ball,335,36,357,61
wEcvyRK.png,800,315,red ball,341,50,369,77
wEcvyRK.png,800,315,red ball,335,85,371,120
wEcvyRK.png,800,315,red ball,316,145,362,191
wEcvyRK.png,800,315,blue ball,364,242,427,310
woman-exercise-blue-medicine-ball-474123397.jpg,450,320,blue ball,54,130,214,291
woman-gym-relaxing-medicine-ball-260nw-70751413.jpg,369,280,blue ball,137,39,226,127
woman-holding-blue-balls-doing-yoga.jpg,610,457,blue ball,162,227,349,429
woman-holding-blue-balls-doing-yoga.jpg,610,457,blue ball,465,241,589,384
xdglobes1_1400x.progressive.jpg,827,506,blue ball,510,151,809,434
xdglobes1_1400x.progressive.jpg,827,506,blue ball,5,236,204,431
xdglobes1_1400x.progressive.jpg,827,506,blue ball,180,92,531,427
Zeus-963.jpg,530,530,blue ball,182,299,323,430
