filename,width,height,class,xmin,ymin,xmax,ymax
Soccer13New.jpg,1372,1062,red ball,301,368,894,950
Soccer13New.jpg,1372,1062,red ball,1091,388,1356,666
10.jpeg,780,390,red ball,180,311,245,377
10.jpeg,780,390,red ball,313,203,343,236
10.jpeg,780,390,red ball,351,176,371,198
10.jpeg,780,390,red ball,366,150,382,165
10.jpeg,780,390,red ball,386,134,400,150
10.jpeg,780,390,red ball,382,141,394,154
blue-golf-ball-course-hole-miniature-edge-greens-110089711.jpg,800,533,blue ball,359,175,514,328
003sw9dft.jpg,628,355,red ball,189,65,415,295
dball1.jpg,583,437,blue ball,181,60,429,307
about_01_800x520.jpg,800,520,red ball,312,7,799,520
dodgeball.jpg,500,231,red ball,307,54,330,77
dodgeball.jpg,500,231,blue ball,108,3,134,28
1445415716-8089_0.jpg,600,600,blue ball,170,95,579,506
social-conscience-fair-trade-sports-balls-right-to-play-red-ball-011.jpg,291,299,red ball,9,16,284,289
Volvik-Vivid-Golf-Ball-Review.jpg,300,277,blue ball,3,103,174,272
friendly_game_of_dodge_ball.jpg,674,482,blue ball,385,238,417,274
friendly_game_of_dodge_ball.jpg,674,482,blue ball,467,221,496,249
16.jpg,355,355,red ball,8,5,346,351
xdglobes1_1400x.progressive.jpg,827,506,blue ball,510,151,809,434
xdglobes1_1400x.progressive.jpg,827,506,blue ball,5,236,204,431
xdglobes1_1400x.progressive.jpg,827,506,blue ball,180,92,531,427
the-balls.jpg,800,531,red ball,108,358,361,531
the-balls.jpg,800,531,red ball,345,281,592,509
the-balls.jpg,800,531,red ball,570,209,800,436
the-balls.jpg,800,531,red ball,477,23,709,252
the-balls.jpg,800,531,blue ball,40,157,277,385
the-balls.jpg,800,531,blue ball,260,85,494,316
the-balls.jpg,800,531,blue ball,686,2,800,179
Dodgeball Game.jpg,538,302,red ball,424,165,434,173
Dodgeball Game.jpg,538,302,red ball,123,126,141,145
Dodgeball Game.jpg,538,302,red ball,307,171,330,192
FCMK7RQILV8D3BE.LARGE.jpg,296,273,red ball,28,21,265,261
I¦0162-45_1.jpg,300,300,red ball,146,167,257,275
I¦0162-45_1.jpg,300,300,red ball,46,26,238,177
I¦0162-45_1.jpg,300,300,blue ball,2,98,166,260
I¦0162-45_1.jpg,300,300,blue ball,175,122,296,235
Asi23987417_300x.jpg.png,300,300,blue ball,6,106,146,245
5875822227_9d83807013_b.jpg,1024,683,red ball,582,114,935,421
332198927_99_a.png,520,520,blue ball,25,27,496,493
IMG_2271dW.jpg,300,300,blue ball,236,13,291,67
IMG_2271dW.jpg,300,300,blue ball,59,19,89,49
IMG_2271dW.jpg,300,300,blue ball,120,125,142,146
IMG_2271dW.jpg,300,300,blue ball,1,3,9,29
41hk1Ld6xqL._SY355_.jpg,355,355,blue ball,24,70,168,213
41hk1Ld6xqL._SY355_.jpg,355,355,blue ball,124,170,275,322
41hk1Ld6xqL._SY355_.jpg,355,355,blue ball,168,46,310,186
OpenRecreation_960x640.jpg,960,640,red ball,628,148,696,219
OpenRecreation_960x640.jpg,960,640,red ball,184,302,249,368
canon-dodgeball-grass-8857621-o.jpg,500,374,red ball,226,52,442,264
image_5bd927f2-a03e-4938-ad92-307742fce296.jpg,746,738,blue ball,14,10,746,736
DSC_5877-edit-900x600.jpg,900,600,blue ball,162,1,297,128
Dodgeball1.jpg,500,333,red ball,349,114,400,163
cache_2159372.jpg,900,675,red ball,231,29,652,453
holding-two-small-blue-medicine-balls.jpg,271,194,blue ball,148,38,246,137
holding-two-small-blue-medicine-balls.jpg,271,194,blue ball,29,84,72,140
s-l225.jpg,168,225,blue ball,5,60,74,129
8djn3d-s.jpg,250,202,blue ball,91,80,195,165
woman-gym-relaxing-medicine-ball-260nw-70751413.jpg,369,280,blue ball,137,39,226,127
medicine-ball-02.jpg,251,305,blue ball,63,200,130,267
51M8PY64GaL.jpg,500,500,blue ball,354,45,483,168
51M8PY64GaL.jpg,500,500,red ball,36,72,312,331
m006576936_sc7.jpg,380,380,red ball,22,19,352,348
kevincarroll.jpg,240,250,red ball,111,98,237,224
266031_[1].jpg,400,400,blue ball,150,86,338,272
blue-tennis-ball.jpg,561,374,blue ball,154,88,411,340
exercise_ball_balance_cushion.jpg,599,449,blue ball,140,51,440,356
498ca460dc2f6_large.jpg,462,450,blue ball,36,25,443,438
4.jpg,1280,720,red ball,474,406,855,720
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,142,328,184,367
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,321,269,356,302
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,542,233,585,273
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,644,210,667,248
Fitball_Group_Fitness_Class.JPG,800,532,blue ball,67,322,89,345
AdobeStock_131414139_sm.jpg,1536,842,red ball,497,137,1058,691
stock-photo-sports-equipment-on-a-gym-floor-football-rugby-baseball-cricket-basketball-boxing-badminton-367112186.jpg,450,395,red ball,199,227,270,297
dds-minordodgeball-aug23.jpg,750,498,red ball,255,207,332,286
s-l301.jpg,300,300,blue ball,62,97,153,189
s-l301.jpg,300,300,blue ball,152,97,242,189
s-l301.jpg,300,300,blue ball,107,174,196,266
1.jpg,275,183,red ball,83,102,134,154
reviewblue3core.jpg,464,206,blue ball,12,61,120,161
fitness-experts-blue-medicine-balls-two-persons-making-excercise-ball-76139890.jpg,800,533,blue ball,344,228,667,521
fitness-experts-blue-medicine-balls-two-persons-making-excercise-ball-76139890.jpg,800,533,blue ball,65,237,339,465
jdfie9nd02nd.jpg,225,225,blue ball,39,8,182,137
bowling-set-rubbabu_1024x1024@2x.jpg,1000,1000,red ball,69,474,358,772
s-l300.jpg,300,239,red ball,17,110,111,201
s-l300.jpg,300,239,blue ball,195,112,282,201
calcite-bleue-sphere.jpg,800,800,blue ball,114,106,702,697
featured-clean-balls.jpg,682,419,blue ball,32,67,336,364
featured-clean-balls.jpg,682,419,blue ball,342,60,670,370
Dodgeball-Hero-6.jpg,1280,482,red ball,458,197,841,479
dodgeball-red.png,900,900,red ball,62,475,605,898
product_p90x2_medballs_250x250.png,250,250,blue ball,50,130,159,239
DSC04775_1c0.jpg,480,352,blue ball,183,174,317,303
14.jpg,850,478,red ball,446,77,793,418
Callaway-Superhot-Bold-balls.jpg,800,600,red ball,224,56,571,397
images8ufn3245.jpg,300,168,blue ball,105,83,182,159
nw-723252703.jpg,389,280,blue ball,191,92,350,248
01e81286-29d5.png,900,400,blue ball,489,157,605,272
91yV0zAIrOL._SY606.jpg,433,606,blue ball,162,52,282,165
91yV0zAIrOL._SY606.jpg,433,606,blue ball,182,274,231,337
article-0-11A32570000005DC-235_634x377.jpg,634,377,red ball,1,209,12,231
article-0-11A32570000005DC-235_634x377.jpg,634,377,red ball,24,213,46,236
article-0-11A32570000005DC-235_634x377.jpg,634,377,red ball,409,326,461,375
article-0-11A32570000005DC-235_634x377.jpg,634,377,red ball,260,211,282,231
article-0-11A32570000005DC-235_634x377.jpg,634,377,red ball,253,77,273,93
article-0-11A32570000005DC-235_634x377.jpg,634,377,red ball,35,110,53,125
article-0-11A32570000005DC-235_634x377.jpg,634,377,red ball,19,105,32,119
v2jfpb8690ggu7sj.jpg,650,350,red ball,299,46,339,84
v2jfpb8690ggu7sj.jpg,650,350,red ball,478,89,507,118
v2jfpb8690ggu7sj.jpg,650,350,red ball,606,152,647,192
cricket-home-may17_29363220465.jpg,375,375,red ball,156,80,375,308
SFAC-Dodgeball-300x300.jpg,300,300,blue ball,6,120,39,151
Student-and-Faculty-Dodgeball--900x495.jpg,900,495,red ball,228,37,661,467
o-550x351.jpg,550,351,red ball,133,164,209,241
o-550x351.jpg,550,351,blue ball,53,172,133,249
IMG_2023.jpg,400,300,blue ball,126,24,265,159
6.-Medicine-Ball-Russian-Twist.jpg,700,450,blue ball,115,179,226,290
art.dodgeball.courtesy.jpg.jpg,292,219,red ball,18,20,53,54
art.dodgeball.courtesy.jpg.jpg,292,219,red ball,179,89,211,123
art.dodgeball.courtesy.jpg.jpg,292,219,red ball,173,63,204,95
new10inglobenew.jpg,595,590,blue ball,194,246,330,379
woman-exercise-blue-medicine-ball-474123397.jpg,450,320,blue ball,54,130,214,291
Untitled2017316166705.jpg,620,372,red ball,15,6,218,209
48977.jpg,1500,1120,red ball,12,145,1080,994
dodgeball201513665-M.jpg,299,450,red ball,226,220,276,268
dodgeball201513665-M.jpg,299,450,red ball,9,151,39,181
9.jpg,1873,2048,red ball,67,65,1798,1800
ki1sw8mn.jpg,324,156,red ball,115,84,210,156
omaze-dodgeball.jpg,970,545,red ball,267,333,397,461
asw3der4.jpg,225,225,blue ball,29,31,191,189
golf-ball-blue-rubbabu-20062bpol_300x300.jpg,300,300,blue ball,32,40,267,266
woman-holding-blue-balls-doing-yoga.jpg,610,457,blue ball,162,227,349,429
woman-holding-blue-balls-doing-yoga.jpg,610,457,blue ball,465,241,589,384
dodgeballs.jpg,615,461,red ball,25,125,274,364
dodgeballs.jpg,615,461,blue ball,343,118,596,361
ju8anjjj81-09.jpg,810,403,blue ball,286,159,411,280
golfballen-en-t-stukken-16138796.jpg,241,160,red ball,10,61,78,130
golfballen-en-t-stukken-16138796.jpg,241,160,blue ball,84,63,150,128
10-3174_inuse.jpg,400,415,blue ball,51,138,301,385
dodgeball6.jpg,750,535,red ball,369,288,396,315
dodgeball6.jpg,750,535,red ball,340,340,384,385
dodgeball6.jpg,750,535,blue ball,384,316,400,332
dodgeball6.jpg,750,535,blue ball,375,330,394,349
21.jpeg,1000,562,red ball,352,79,703,423
img_0839_1.jpg,675,675,blue ball,142,99,431,373
IsoBallMeasure500.jpg,500,358,red ball,2,5,416,356
22.jpg,350,213,red ball,163,106,261,204
22.jpg,350,213,blue ball,168,35,288,147
ed3f53d09121e58f85f216e61cd94266--miniature-golf-arcade-games.jpg,400,400,blue ball,61,67,328,333
imagesiuyrdres.jpg,225,225,blue ball,18,18,207,207
537457149.jpg,673,448,red ball,586,160,644,219
537457149.jpg,673,448,red ball,413,113,463,167
holding-red-dodge-ball-sportshall-dodgeball-game-hit-play-hand-hold-clasp-grip-throw-aim-grasp-gymnasium-gym-court-throw-hit-85154135.jpg,506,900,red ball,45,24,450,518
